HOSTNAME,HOSTSTATE,MACHINETYPE,IPADDR,NETMASK,GATEWAY,CUSTOMER,CONTRACT,SOURCE,VLAN,DESCRIPTION
"ACPSBEDB0001","Up","Vmachine with HW Failover"," 10.26.20.105","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0001","Up","Vmachine with HW Failover"," 10.26.20.104","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0001","Up","Vmachine with HW Failover","192.168.17.59","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0001","Up","Vmachine with HW Failover","10.199.17.59","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine","10.199.17.56","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"ACPSBEDB0002","Up","Clustered Vmachine","192.168.145.56","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"ACPSBEDB0002","Up","Clustered Vmachine","10.26.14.105","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0002","Up","Clustered Vmachine","10.26.14.107","","","Atlas Copco","Atlas Speed","Manual entry","",""
"ACPSBEDB0002","Up","Clustered Vmachine","10.199.17.56","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"ACPSBEDB0002","Up","Clustered Vmachine","192.168.145.56","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"ACPSBEDB0002","Up","Clustered Vmachine","10.26.14.105 10.26.14.107 10.26.14.110 10.26.14.111 10.26.14.118","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"ACPSBEDB0002","Up","Clustered Vmachine","10.126.173.32 169.254.36.77","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_576",""
"ACPSBEDB0002","Up","Clustered Vmachine","169.254.1.20","","","Atlas Copco","Atlas Speed","VMWare","",""
"ACPSBEDB0002","Up","Clustered Vmachine","169.254.36.77","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine"," 10.126.173.32","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine","10.26.14.118","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine"," 10.26.14.111","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine"," 10.26.14.110","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine"," 10.26.14.107","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine"," 10.26.14.105","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine","192.168.145.56","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0002","Up","Clustered Vmachine","10.199.17.56","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine","10.199.17.57","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"ACPSBEDB0003","Up","Clustered Vmachine","192.168.145.57","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.106","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.107","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.108","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.118","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.171","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.109","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0020 Tridion instance"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.110","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0021 BOL/MOL Instance"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.111","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0022 ShopOnline instance"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.112","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0023 IndySoft"
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.158","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0024 (Windchill)"
"ACPSBEDB0003","Up","Clustered Vmachine","10.199.17.57","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"ACPSBEDB0003","Up","Clustered Vmachine","192.168.145.57","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.106 10.26.14.108 10.26.14.112 10.26.14.171","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"ACPSBEDB0003","Up","Clustered Vmachine","10.126.173.33 169.254.8.189","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_576",""
"ACPSBEDB0003","Up","Clustered Vmachine","169.254.2.209","","","Atlas Copco","Atlas Speed","VMWare","",""
"ACPSBEDB0003","Up","Clustered Vmachine","192.168.145.57","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine","169.254.197.241","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine"," 10.126.173.33","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine","10.26.14.171","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine"," 10.26.14.112","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine"," 10.26.14.108","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine"," 10.26.14.107","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine"," 10.26.14.106","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0003","Up","Clustered Vmachine","10.199.17.57","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.115","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0031 BOL/MOL Instance"
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.116","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0032 ShopOnline Instance"
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.117","","","Atlas Copco","Atlas Speed","Manual entry","","ACPSBEDB0033 Indysoft Instance"
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.199.17.58","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"ACPSBEDB0006","Up","Vmachine with HW Failover","192.168.17.58","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.113","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.172","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.199.17.58","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"ACPSBEDB0006","Up","Vmachine with HW Failover","192.168.17.58","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_2517",""
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.113 10.26.14.114 10.26.14.115 10.26.14.116 10.26.14.117 10.26.14.172","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.199.17.58","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover","192.168.17.58","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover","10.26.14.172","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover"," 10.26.14.117","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover"," 10.26.14.116","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover"," 10.26.14.115","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover"," 10.26.14.114","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB0006","Up","Vmachine with HW Failover"," 10.26.14.113","","","Atlas Copco","Atlas Speed","SCOM","",""
"ACPSBEDB4002","Disposed","Vmachine with HW Failover","10.199.17.208","","","Atlas Copco","Atlas Photoarchive","Manual entry","","ADMIN"
"ACPSBEDB4002","Disposed","Vmachine with HW Failover","192.168.146.137","","","Atlas Copco","Atlas Photoarchive","Manual entry","","BACKUP"
"ACPSBEDB4002","Disposed","Vmachine with HW Failover","10.26.18.21","","","Atlas Copco","Atlas Photoarchive","Manual entry","","Production"
"ACPSBEDBSQPR01","Disposed","Hardware Machine","192.168.1.1","255.255.255.0","","Atlas Copco","Atlas WEBCMS","Manual entry","","Interlink"
"ACPSBEDBSQPR01","Disposed","Hardware Machine","10.26.17.11","255.255.255.0","10.26.17.250","Atlas Copco","Atlas WEBCMS","Manual entry","","backend prod ac team Status"
"ACPSBEDBSQPR01","Disposed","Hardware Machine","172.23.10.11","255.255.255.128","","Atlas Copco","Atlas WEBCMS","Manual entry","","Backup backend prod Status"
"ACPSBEDBSQPR01","Disposed","Hardware Machine","172.23.4.11","255.255.255.128","","Atlas Copco","Atlas WEBCMS","Manual entry","","admin backend prod Status"
"ACPSBEDBSQPR02","Disposed","Hardware Machine","10.26.17.12","255.255.255.0","10.26.17.250","Atlas Copco","Atlas WEBCMS","Manual entry","","backend prod ac team Status"
"ACPSBEDBSQPR02","Disposed","Hardware Machine","192.168.1.2","255.255.255.0","","Atlas Copco","Atlas WEBCMS","Manual entry","","Interlink"
"ACPSBEDBSQPR02","Disposed","Hardware Machine","172.23.10.21","255.255.255.128","","Atlas Copco","Atlas WEBCMS","Manual entry","","backup backend prod Status"
"ACPSBEDBSQPR02","Disposed","Hardware Machine","172.23.4.13","255.255.255.128","","Atlas Copco","Atlas WEBCMS","Manual entry","","admin backend prod Status"
"ACPSBEDBSQSP01","Disposed","Vmachine with HW Failover","172.23.4.26","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDBSQSP01","Disposed","Vmachine with HW Failover","172.23.10.26","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDBSQSP01","Disposed","Vmachine with HW Failover","10.26.17.26","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEDBSQST01","Disposed","Hardware Machine","192.168.1.1","255.255.255.0","","Atlas Copco","Atlas Speed","Manual entry","","Interlink"
"ACPSBEDBSQST01","Disposed","Hardware Machine","172.23.11.139","255.255.255.128","","Atlas Copco","Atlas Speed","Manual entry","","backup backend acctest Status"
"ACPSBEDBSQST01","Disposed","Hardware Machine","10.26.20.11","255.255.255.0","10.26.20.1","Atlas Copco","Atlas Speed","Manual entry","","backend acctest ac team Status"
"ACPSBEDBSQST02","Disposed","Hardware Machine","192.168.1.2","255.255.255.0","","Atlas Copco","Atlas Speed","Manual entry","","Interlink"
"ACPSBEDBSQST02","Disposed","Hardware Machine","10.26.20.12","255.255.255.0","10.26.20.1","Atlas Copco","Atlas Speed","Manual entry","","backend acctest ac team Status"
"ACPSBEDBSQST02","Disposed","Hardware Machine","10.199.16.23","255.255.255.128","","Atlas Copco","Atlas Speed","Manual entry","","admin backend acctest Status"
"ACPSBEDBSQST02","Disposed","Hardware Machine","192.168.36.24","255.255.255.128","","Atlas Copco","Atlas Speed","Manual entry","","backup backend acctest Status"
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.212.4.86","255.255.252.0","20.212.4.1","Atlas Copco","Atlas Syncron","Manual entry","","iDRAC"
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.199.16.218","255.255.252","10.199.16.1","Atlas Copco","Atlas Syncron","Manual entry","","Admin"
"ACPSBEDBSYPRC1","Up","Hardware Machine","192.168.16.218","255.255.252","192.168.16.1","Atlas Copco","Atlas Syncron","Manual entry","","Backup"
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.14.77","255.255.255.0","10.26.14.1","Atlas Copco","Atlas Syncron","Manual entry","","Production"
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.18.42","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.14.89","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.14.88","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.14.79","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.199.16.218","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","192.168.16.218","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.18.42","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine","10.26.14.89","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine"," 10.26.14.88","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine"," 10.26.14.79","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC1","Up","Hardware Machine"," 10.26.14.77","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.212.4.94","255.255.252.0","10.212.4.1","Atlas Copco","Atlas Syncron","Manual entry","","iDRAC"
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.199.16.219","255.255.252.0","10.199.16.1","Atlas Copco","Atlas Syncron","Manual entry","","Admin"
"ACPSBEDBSYPRC2","Up","Hardware Machine","192.168.16.219","255.255.252.0","192.168.16.1","Atlas Copco","Atlas Syncron","Manual entry","","Backup"
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.26.14.78","255.255.255.0","10.26.14.1","Atlas Copco","Atlas Syncron","Manual entry","","Production"
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.26.18.43","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.26.14.87","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.26.14.80","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.199.16.219","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.26.18.43","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","10.26.14.87","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine"," 10.26.14.80","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine"," 10.26.14.78","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","192.168.16.219","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine","169.254.0.2","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYPRC2","Up","Hardware Machine"," fe80::353d:bf7a:ae5f:2084","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYST01","Up","Hardware Machine","172.21.128.209","255.255.252.0","172.21.128.1","Atlas Copco","Atlas Syncron","Manual entry","","iDRAC"
"ACPSBEDBSYST01","Up","Hardware Machine","192.168.145.139","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYST01","Up","Hardware Machine","192.168.145.138","","","Atlas Copco","Atlas Syncron","Manual entry","",""
"ACPSBEDBSYST01","Up","Hardware Machine","172.21.128.156","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYST01","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYST01","Up","Hardware Machine","192.168.145.139","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYST01","Up","Hardware Machine"," 192.168.145.138","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYST01","Up","Hardware Machine","","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEDBSYST01","Up","Hardware Machine","10.26.20.87","","","Atlas Copco","Atlas Syncron","SCOM","",""
"ACPSBEHEAP01","Disposed","Vmachine with HW Failover","10.26.17.147","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"ACPSBEIS0003","Disposed","Vmachine with HW Failover","193.109.72.51","","","Atlas Copco","Atlas Chameleon","Manual entry","","internet"
"ACPSBENO0003","Disposed","Vmachine with HW Failover","172.23.10.22","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0003","Disposed","Vmachine with HW Failover","10.26.17.20","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0003","Disposed","Vmachine with HW Failover","172.23.4.21","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0004","Disposed","Vmachine with HW Failover","10.26.18.201","","","Atlas Copco","Atlas Chameleon","Manual entry","","virtual ip for protocols smtp, (port 636) ldaps and ldap"
"ACPSBENO0004","Disposed","Vmachine with HW Failover","172.23.2.14","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0004","Disposed","Vmachine with HW Failover","172.23.8.14","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0004","Disposed","Vmachine with HW Failover","10.26.18.14","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0005","Disposed","Vmachine with HW Failover","10.199.16.26","","","Atlas Copco","Atlas Chameleon","Manual entry","","ADMIN"
"ACPSBENO0005","Disposed","Vmachine with HW Failover","192.168.16.26","","","Atlas Copco","Atlas Chameleon","Manual entry","","BACKUP"
"ACPSBENO0005","Disposed","Vmachine with HW Failover","10.26.18.23","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0010","Disposed","Vmachine with HW Failover","193.109.72.247","","","Atlas Copco","Atlas Chameleon","Manual entry","","Internet ip"
"ACPSBENO0010","Disposed","Vmachine with HW Failover","172.23.0.17","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0010","Disposed","Vmachine with HW Failover","172.23.6.17","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0010","Disposed","Vmachine with HW Failover","10.26.19.24","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"ACPSBENO0011","Disposed","Vmachine with HW Failover","10.199.16.27","","","Atlas Copco","Atlas Chameleon","Manual entry","","ADMIN"
"ACPSBENO0011","Disposed","Vmachine with HW Failover","192.168.16.27","","","Atlas Copco","Atlas Chameleon","Manual entry","","BACKUP"
"ACPSBENO0011","Disposed","Vmachine with HW Failover","10.26.19.25","","","Atlas Copco","Atlas Chameleon","Manual entry","","DMZ"
"ACPSBENO0011","Disposed","Vmachine with HW Failover","193.109.72.248","","","Atlas Copco","Atlas Chameleon","Manual entry","","Internet ip"
"ACPSBENO0033","Up","Vmachine with HW Failover","10.26.17.20","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"ACPSBENO0033","Up","Vmachine with HW Failover","10.199.16.7","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"ACPSBENO0033","Up","Vmachine with HW Failover","fe80::ac8e:3615:379d:2b6a 10.26.17.20","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_561",""
"ACPSBENO0033","Up","Vmachine with HW Failover","192.168.144.7","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"ACPSBENO0033","Up","Vmachine with HW Failover","192.168.144.7","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"ACPSBENO0033","Up","Vmachine with HW Failover","10.199.16.7","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"ACPSBENO0033","Up","Vmachine with HW Failover","10.26.17.20","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"ACPSBENO0033","Up","Vmachine with HW Failover","fe80::ac8e:3615:379d:2b6a%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
